Home_Team,Away_Team,Home_ppp,Away_ppp,Division
Tampa,Minn.-Crookston,1.03,1.11,2.0
VCU,Elizabeth City St.,1.7,0.89,2.0
Vanguard,Central Wash.,1.15,1.03,2.0
Eckerd,Minn.-Crookston,1.0,0.88,2.0
Fla. Southern,Clark Atlanta,1.26,1.15,2.0
South Dakota Mines,Minot St.,1.3,1.47,2.0
Southern Nazarene,Tex. A&M Int'l,1.07,0.56,2.0
Alas. Anchorage,Newberry,0.77,0.87,2.0
Adelphi,Hawaii Hilo,1.0,1.02,2.0
Middle Tenn.,Oglethorpe,1.49,0.73,3.0
Jacksonville St.,LaGrange,1.49,0.63,3.0
Hofstra,Old Westbury,1.24,0.84,3.0
Stonehill,Framingham St.,1.18,0.85,3.0
VMI,Washington Col.,1.8,0.82,3.0
UMass Lowell,Rivier,1.58,0.79,3.0
Niagara,Houghton,1.56,0.88,3.0
Winthrop,Piedmont,1.61,1.02,3.0
Milwaukee,Lakeland,1.84,1.04,3.0
Davidson,William Peace,1.35,0.75,3.0
Cornell,Marywood,1.79,0.79,3.0
Queens (NC),Lynchburg,1.12,0.41,3.0
William & Mary,Dickinson,1.14,0.44,3.0
Dartmouth,VTSU Lyndon,1.86,0.54,3.0
Mount St. Mary's,Notre Dame (MD),1.27,0.83,3.0
Purdue Fort Wayne,Bluffton,1.49,0.75,3.0
East Carolina,N.C. Wesleyan,1.44,0.89,3.0
Longwood,Randolph,1.26,0.91,3.0
Campbell,Pfeiffer,1.22,0.65,3.0
Belmont,Maryville (TN),1.56,1.22,3.0
UNI,Dubuque,0.77,0.69,
Bryant,Dean,1.43,0.86,3.0
UTSA,Trinity (TX),1.36,1.11,3.0
SIUE,Westminster (MO),1.24,0.59,3.0
SFA,Dallas,1.4,0.92,3.0
Abilene Christian,Howard Payne,1.41,0.9,3.0
St. Thomas (MN),North Central (MN),1.33,1.02,3.0
Long Beach St.,La Verne,1.48,0.76,3.0
Northern Colo.,Colorado Col.,1.16,0.86,3.0
UC Irvine,Chapman,1.21,0.91,3.0
Colgate,SUNY Canton,1.67,1.12,3.0
USC Upstate,Piedmont,1.46,0.95,3.0
New Hampshire,UMass Boston,1.4,1.04,3.0
Cleveland St.,Baldwin Wallace,1.38,0.87,3.0
Eastern Ill.,Earlham,1.43,0.72,3.0
Portland,Lewis & Clark,1.21,0.97,3.0
Binghamton,SUNY Oneonta,1.28,0.56,3.0
Indiana St.,Eureka,1.47,0.8,3.0
Quinnipiac,WPI,0.97,0.59,3.0
Mississippi Val.,MUW,1.3,0.67,3.0
FDU,Purchase,1.94,1.1,3.0
U New England,Thomas (ME),1.1,0.89,3.0
Mount Union,Yeshiva,1.12,1.19,3.0
UIW,Southwestern (TX),1.55,0.8,3.0
SUNY Delhi,VTSU Castleton,1.09,1.04,3.0
Oswego St.,Muhlenberg,1.3,1.07,3.0
Martin Luther,Rockford,1.07,1.11,3.0
Penn College,Elmira,0.86,0.96,
Heidelberg,Wabash,1.39,1.02,3.0
Sarah Lawrence,Bard,0.89,0.93,3.0
Alfred,Alfred St.,0.71,0.65,
Ball St.,Franklin,1.15,0.82,3.0
Va. Wesleyan,Ripon,1.18,0.39,3.0
Bridgewater St.,St. Joseph's (ME),0.93,0.86,3.0
SUNY Brockport,SUNY Canton,1.22,0.91,3.0
Wash. & Jeff.,Clarkson,0.85,0.74,3.0
Wilson,Mary Baldwin,1.16,1.3,3.0
Penn St.-Abington,Neumann,1.12,1.33,3.0
Hope,Anderson (IN),1.15,1.18,3.0
Westfield St.,St. Joseph's (L.I.),0.87,0.69,
Scranton,Medgar Evers,1.12,0.49,3.0
Franciscan,Lycoming,1.12,1.04,3.0
Hood,Notre Dame (MD),0.89,0.8,3.0
Wash. & Lee,Wilkes,0.74,1.0,3.0
Emmanuel (MA),Nichols,1.0,1.14,3.0
Vassar,Ohio Northern,0.83,1.25,3.0
Centenary (NJ),TCNJ,0.97,1.29,3.0
Covenant,Oglethorpe,1.06,1.11,3.0
Ill. Wesleyan,Cal Lutheran,1.28,1.03,3.0
New England Col.,Norwich,1.15,1.11,
Hanover,Berry,1.39,1.07,3.0
Utica,Lehman,0.92,0.86,3.0
Rensselaer,Cortland,1.04,0.92,3.0
Wis.-Stout,St. Olaf,0.93,1.02,3.0
UC Santa Cruz,Caltech,1.53,0.73,3.0
CWRU,Penn St.-Altoona,1.53,0.96,3.0
Kean,Mary Washington,1.02,1.36,3.0
Penn St.-Behrend,Allegheny,1.63,1.28,3.0
King's (PA),Elizabethtown,1.49,1.32,3.0
DePauw,Rose-Hulman,1.0,0.85,3.0
Carnegie Mellon,La Roche,0.93,0.9,3.0
Saint Vincent,Carlow,1.16,0.79,3.0
Husson,Lasell,0.82,0.88,3.0
Penn St.-Berks,Albright,0.67,1.21,3.0
Misericordia,Keystone,1.23,0.87,3.0
Juniata,Alvernia,0.98,0.88,
Manhattanville,CCNY,1.38,1.45,3.0
Worcester St.,Rhode Island Col.,1.09,1.12,3.0
Marymount (VA),Johns Hopkins,1.03,1.12,3.0
Trine,Mary Hardin-Baylor,1.29,0.94,3.0
Wheaton (MA),Anna Maria,1.06,0.82,3.0
Washington Col.,John Jay,0.83,1.1,3.0
Pfeiffer,Guilford,0.9,1.25,3.0
Akron,Ohio Wesleyan,1.69,1.1,3.0
Trinity (TX),Bethany Lutheran,1.15,0.95,3.0
St. Joseph's (Brkln),Pratt,0.87,0.76,3.0
Houghton,Bethany (WV),0.99,1.06,
Centre,Asbury,1.29,1.12,3.0
Southern Me.,Me.-Presque Isle,0.84,0.88,
Lesley,Gordon,1.11,1.09,3.0
Ramapo,Lancaster Bible,1.29,0.97,3.0
Springfield,Western New Eng.,1.1,1.12,3.0
Eastern Conn. St.,St. John Fisher,0.81,0.73,
Bryn Athyn,Marywood,0.71,1.22,3.0
Hilbert,Buffalo St.,1.09,1.06,3.0
Randolph-Macon,Salisbury,1.2,0.92,3.0
Messiah,Maine Maritime,0.77,0.89,3.0
Ursinus,Immaculata,1.55,0.92,3.0
Oberlin,Lawrence,1.08,0.96,3.0
Ozarks (AR),Hendrix,1.26,0.8,3.0
Sewanee,Huntingdon,0.96,1.01,3.0
Buffalo,Fredonia,1.16,1.04,3.0
Lake Forest,MSOE,1.19,1.46,3.0
Crown (MN),Saint Mary's (MN),1.11,1.21,3.0
Cornell College,Coe,1.05,1.22,3.0
Macalester,Luther,0.77,0.88,3.0
Aurora,Dubuque,1.07,1.34,3.0
Dominican (IL),Knox,1.0,0.91,3.0
WashU,Rhodes,1.02,0.73,3.0
Texas St.,McMurry,1.35,0.81,3.0
Mt. St. Joseph,Wilmington (OH),1.28,0.74,3.0
St. Mary's (MD),Goucher,1.24,1.38,3.0
Rochester (NY),Muskingum,1.13,1.18,3.0
Gettysburg,Arcadia,1.26,0.94,3.0
FDU-Florham,Drew,0.71,1.14,3.0
Nazareth,SUNY Potsdam,1.15,1.03,3.0
RIT,Fitchburg St.,1.03,1.0,3.0
Calvin,Wis.-Platteville,1.14,1.15,3.0
Hartwick,SUNY Cobleskill,0.97,1.03,3.0
Plattsburgh St.,Skidmore,1.0,0.83,3.0
Westminster (PA),Bridgewater (VA),0.91,0.93,3.0
Carleton,Puget Sound,1.25,1.26,3.0
Austin,East Tex. Baptist,0.9,0.82,
Wis. Lutheran,Elmhurst,1.18,1.04,3.0
Lakeland,Carroll (WI),1.14,1.28,
Webster,Illinois Col.,0.86,1.0,3.0
Schreiner,Howard Payne,1.23,0.9,3.0
Texas Lutheran,Hardin-Simmons,1.17,1.34,3.0
Wis.-Superior,Marian (WI),0.75,0.86,3.0
Colorado Col.,Pacific (OR),1.21,0.95,3.0
Claremont-M-S,Linfield,0.79,0.66,
Chapman,George Fox,1.37,1.11,3.0
SUNY Canton,Penn St.-Altoona,0.93,1.04,3.0
Lawrence,Clarkson,1.22,1.14,3.0
St. Joseph's (L.I.),St. John Fisher,1.17,1.22,
LIU,Pratt,1.43,0.64,3.0
Stevens,Catholic,1.29,1.32,3.0
Brevard,Randolph,1.31,1.21,3.0
Rivier,MCLA,1.52,0.98,3.0
Salem St.,Colby-Sawyer,0.85,0.82,
Bard,Washington Col.,1.05,0.8,3.0
Bridgewater (VA),Thiel,1.01,0.96,3.0
Old Westbury,Hunter,0.75,0.78,3.0
Immaculata,Wash. & Lee,1.02,1.31,3.0
Messiah,Wilson,1.0,1.11,3.0
SUNY Potsdam,Cortland,1.14,1.48,3.0
Kean,Ripon,0.71,0.83,3.0
Lycoming,Buffalo St.,1.27,1.44,3.0
SUNY Maritime,York (NY),1.03,0.86,3.0
Elms,Russell Sage,1.05,1.58,3.0
Kalamazoo,Grinnell,1.19,1.04,3.0
Clark (MA),Roger Williams,1.31,1.28,3.0
Penn College,Keuka,1.22,1.31,
Wittenberg,Alma,1.24,1.1,3.0
Stevenson,Waynesburg,1.29,0.96,3.0
Lehman,Fitchburg St.,0.99,0.94,3.0
Hamline,Northwestern-St. Paul,1.43,1.0,3.0
Principia,Maranatha Baptist,1.21,0.97,3.0
Bethel (MN),North Central (MN),1.02,1.07,3.0
Heidelberg,Mary Hardin-Baylor,1.01,1.07,3.0
Marian (WI),Wis.-Stout,1.3,1.12,3.0
CWRU,SUNY Brockport,1.04,1.06,3.0
Salisbury,Notre Dame (MD),0.97,0.92,3.0
Bryn Athyn,Medgar Evers,0.96,0.86,3.0
Westfield St.,Eastern Conn. St.,1.16,1.03,
New Jersey City,Brooklyn,1.02,0.98,3.0
Maryville (TN),Averett,1.08,1.16,3.0
Hartford,Mitchell,1.03,1.06,3.0
Rutgers-Newark,Mt. St. Mary (NY),1.2,0.82,3.0
Sarah Lawrence,John Jay,0.69,0.98,3.0
Haverford,Susquehanna,1.06,1.35,3.0
Suffolk,Me.-Farmington,0.85,0.69,
Carlow,Chatham,1.36,1.61,3.0
Capital,Earlham,1.6,1.04,3.0
MIT,UMass Dartmouth,1.24,1.1,3.0
Penn St. Harrisburg,Franklin & Marshall,0.98,0.84,
Oberlin,Wash. & Jeff.,1.02,1.0,3.0
Beloit,Millikin,1.09,1.08,3.0
Macalester,Wartburg,1.12,1.15,3.0
Mercyhurst,Houghton,1.45,0.98,3.0
Pacific (OR),Trinity (TX),0.9,0.89,3.0
Huntingdon,Oglethorpe,0.99,0.93,3.0
Rochester (NY),Muhlenberg,1.5,0.92,3.0
Ursinus,Wilkes,1.6,1.61,3.0
Mary Baldwin,Maine Maritime,1.05,1.09,3.0
Nazareth,Rensselaer,1.04,1.15,3.0
Va. Wesleyan,Mary Washington,1.16,0.78,3.0
Hilbert,Franciscan,0.92,1.2,3.0
Trine,Wabash,1.34,1.17,3.0
Cairn,Lebanon Valley,1.28,1.33,3.0
Alfred,Montclair St.,0.88,1.1,
DeSales,Baruch,1.4,1.1,3.0
JWU (Providence),Salve Regina,0.86,0.69,
York (PA),Hobart,1.0,1.19,3.0
Adrian,Denison,1.01,1.07,3.0
Anna Maria,Bridgewater St.,0.85,1.12,3.0
RIT,Utica,0.96,1.04,3.0
Wis.-Superior,St. Olaf,1.47,0.78,3.0
St. Thomas (TX),LeTourneau,1.25,0.86,3.0
Greenville,Concordia Chicago,1.17,1.03,3.0
Nicholls,MUW,1.38,0.54,3.0
Arcadia,Vassar,0.81,1.15,3.0
Hood,Randolph-Macon,1.03,0.74,3.0
Scranton,Marywood,1.22,0.96,3.0
Warren Wilson,Methodist,1.03,1.15,3.0
Swarthmore,Hampden-Sydney,1.04,1.34,3.0
Albertus Magnus,John Carroll,0.88,0.85,
Benedictine (IL),Wheaton (IL),1.29,1.27,3.0
Chris. Newport,Greensboro,1.39,1.02,3.0
Wheaton (MA),St. Joseph's (ME),1.12,1.24,3.0
Albion,IIT,1.23,1.06,3.0
Baldwin Wallace,Kenyon,1.05,0.94,3.0
Hiram,Pitt.-Bradford,1.06,1.05,3.0
NYU,Babson,1.18,1.01,3.0
Gwynedd Mercy,Rosemont,0.92,0.61,
Delaware Valley,UMSV,1.06,0.93,3.0
Colorado Col.,Bethany Lutheran,1.16,1.01,3.0
Caltech,George Fox,0.78,1.1,3.0
FDU-Florham,Centenary (NJ),0.88,0.93,3.0
Olivet,Simpson,1.11,0.71,3.0
Eastern,Roanoke,1.0,0.97,3.0
VTSU-Johnson,Framingham St.,0.88,0.93,
Cal Lutheran,Calvin,1.38,0.9,3.0
Gettysburg,Ohio Northern,1.07,1.04,3.0
Saint John's (MN),Wis.-Oshkosh,1.01,0.86,3.0
Sewanee,Covenant,1.39,0.97,3.0
Gustavus Adolphus,Wis.-La Crosse,1.0,1.05,3.0
Ithaca,Rowan,1.16,1.21,3.0
Texas Lutheran,Howard Payne,1.21,0.93,3.0
Schreiner,Hardin-Simmons,1.09,0.86,3.0
Drew,TCNJ,1.47,1.46,3.0
WestConn,Emerson,0.96,0.94,
UAlbany,SUNY Oneonta,1.45,1.04,3.0
Le Moyne,SUNY Poly,1.49,0.82,3.0
Pitt.-Greensburg,Grove City,1.01,1.04,3.0
Marietta,Mount Aloysius,1.6,0.98,3.0
N.C. Wesleyan,East. Mennonite,1.33,1.18,3.0
Loras,St. Scholastica,1.54,0.96,3.0
Lyon,Dallas,1.06,0.99,3.0
Loyola Maryland,Lancaster Bible,1.31,0.42,3.0
Shenandoah,SUNY Geneseo,0.65,0.95,3.0
Whittier,Linfield,1.01,1.02,
Muskingum,Oswego St.,0.91,1.07,3.0
Ill. Wesleyan,Wis.-Platteville,1.51,1.0,3.0
UC Santa Cruz,Chapman,1.01,0.9,3.0
Wis.-Eau Claire,Neb. Wesleyan,1.06,1.0,3.0
Augsburg,Puget Sound,0.89,1.32,3.0
Wooster,Yeshiva,1.23,0.92,3.0
East. Mennonite,Greensboro,1.1,0.96,3.0
VTSU Lyndon,VTSU-Johnson,1.02,1.0,
Alma,Grinnell,0.98,1.52,3.0
Albertus Magnus,Franklin & Marshall,0.88,0.89,
Loyola Chicago,Eureka,1.39,0.74,3.0
Lakeland,Wis.-Stevens Point,1.19,1.43,
Ithaca,Babson,0.88,0.94,3.0
Robert Morris,Chatham,1.27,0.73,3.0
Roanoke,SUNY Geneseo,1.28,1.05,3.0
Simpson,St. Scholastica,1.16,1.13,3.0
Penn St. Harrisburg,John Carroll,1.33,1.33,
Millsaps,Austin,0.94,0.73,3.0
N.C. Wesleyan,Chris. Newport,1.04,1.15,3.0
Hendrix,Dallas,0.85,0.96,3.0
Neb. Wesleyan,Wis.-La Crosse,1.17,1.04,3.0
Shenandoah,Eastern,0.94,1.14,3.0
NYU,Rowan,1.65,1.33,3.0
Emory,Berry,1.38,1.13,3.0
Loras,Olivet,1.11,1.0,3.0
Webster,Rhodes,0.74,0.82,3.0
Wis.-Eau Claire,Gustavus Adolphus,1.19,1.11,3.0
Plymouth St.,Elms,1.19,0.76,3.0
Dean,New England Col.,0.76,0.54,
UC Santa Cruz,George Fox,1.22,1.12,3.0
La Verne,Linfield,1.06,1.29,3.0
UMBC,Valley Forge,1.77,0.85,3.0
Skidmore,Regis (MA),1.11,1.25,3.0
Alvernia,Penn St.-Berks,1.43,0.82,3.0
McMurry,Hardin-Simmons,1.1,0.85,
Saint Elizabeth,Rutgers-Newark,1.03,1.17,3.0
Central Conn. St.,VTSU-Johnson,2.0,1.04,3.0
Mt. St. Joseph,Centre,1.18,0.92,3.0
Ohio Wesleyan,La Roche,0.91,0.83,
Union (NY),SUNY Cobleskill,1.35,0.94,3.0
Blackburn,Illinois Col.,1.04,1.41,3.0
Moravian,Immaculata,1.17,0.76,3.0
Army West Point,Mt. St. Mary (NY),1.57,0.72,3.0
Whitworth,East Tex. Baptist,1.35,1.11,3.0
Aurora,North Central (IL),1.2,1.32,3.0
Framingham St.,Wentworth,0.78,0.74,
Manhattanville,WestConn,1.1,1.1,3.0
Salem St.,Suffolk,1.09,1.38,3.0
Curry,Lesley,0.87,1.08,3.0
Mississippi Col.,Millsaps,1.16,1.09,3.0
WPI,Worcester St.,1.5,0.75,3.0
Delaware St.,Gwynedd Mercy,1.13,0.85,3.0
James Madison,Mary Baldwin,1.42,0.66,3.0
Washington Col.,Gallaudet,0.98,0.52,3.0
Rivier,Hartford,1.06,0.78,3.0
Alfred St.,Mount Union,0.77,1.33,3.0
Ferrum,Warren Wilson,1.86,1.02,3.0
Averett,Southern Va.,1.3,1.15,3.0
Salve Regina,UMass Boston,0.97,0.91,3.0
Bridgewater (VA),Marymount (VA),0.99,1.1,3.0
York (NY),Wm. Paterson,1.02,1.28,3.0
Manchester,Albion,1.07,0.97,3.0
Wash. & Jeff.,Baldwin Wallace,1.1,1.0,3.0
Goucher,Neumann,1.11,1.16,3.0
Brandeis,Western New Eng.,1.21,1.13,3.0
Penn St.-Altoona,Juniata,1.06,0.83,3.0
Berry,LaGrange,0.95,0.85,3.0
Rochester (NY),RIT,1.22,0.77,3.0
Albright,Swarthmore,0.91,0.84,3.0
Mount Aloysius,Gettysburg,1.04,1.51,3.0
Pitt.-Greensburg,Waynesburg,1.36,1.11,3.0
SUNY Canton,Clarkson,0.67,0.8,3.0
Asbury,Berea,1.01,1.12,3.0
Johns Hopkins,York (PA),1.28,0.98,3.0
Southwestern (TX),Howard Payne,0.99,1.1,3.0
SFA,LeTourneau,1.22,0.93,3.0
Samford,Rhodes,1.58,0.68,3.0
Ark.-Fort Smith,Ozarks (AR),1.08,0.62,3.0
IIT,Carthage,0.55,1.09,3.0
Carroll (WI),Wis.-Whitewater,1.11,1.2,3.0
Millikin,Knox,0.99,1.05,3.0
Marian (WI),Maranatha Baptist,1.44,0.95,3.0
Abilene Christian,McMurry,1.59,0.67,3.0
Yeshiva,Springfield,1.15,0.96,3.0
North Central (MN),Carleton,1.04,1.09,3.0
Saint Mary's (MN),Martin Luther,1.12,1.24,3.0
Northwestern-St. Paul,Bethel (MN),1.01,1.17,3.0
Augustana (IL),Coe,1.3,1.11,3.0
Belhaven,MUW,1.32,0.91,3.0
Salisbury,St. Mary's (MD),0.99,0.9,3.0
Lake Forest,Wheaton (IL),1.03,1.1,3.0
Minn.-Morris,Concordia-M'head,0.84,0.93,3.0
San Diego St.,Occidental,1.72,0.6,3.0
Wilson,Shenandoah,0.93,1.28,3.0
Hilbert,Fredonia,1.13,1.06,3.0
St. Joseph's (L.I.),Stevens,0.81,1.16,3.0
Saint Joseph (CT),Clark (MA),0.94,0.92,3.0
Keystone,Wilkes,1.28,1.14,3.0
Alfred,Misericordia,0.92,0.81,
Rutgers-Camden,FDU-Florham,1.08,1.14,3.0
Grove City,Pitt.-Bradford,0.89,0.94,3.0
Anna Maria,Gordon,0.96,0.85,
John Jay,SUNY New Paltz,0.96,1.09,3.0
Rosemont,Haverford,0.85,1.28,3.0
Roger Williams,Coast Guard,1.62,1.04,3.0
Rensselaer,VTSU Castleton,1.07,0.93,3.0
Cairn,DeSales,1.14,1.3,3.0
Elizabethtown,Franklin & Marshall,1.18,1.1,3.0
Chatham,Carnegie Mellon,0.87,1.19,3.0
Hunter,Pratt,0.98,0.89,3.0
MCLA,Russell Sage,1.08,1.18,
SUNY Maritime,Medgar Evers,1.41,0.84,3.0
CWRU,La Roche,1.27,1.12,3.0
Kenyon,Capital,0.87,1.09,3.0
Penn St. Brandywine,Neumann,1.34,1.23,
Spalding,Hanover,0.97,0.99,3.0
Hobart,St. John Fisher,1.13,1.05,3.0
Maryville (TN),Sewanee,1.11,1.08,3.0
Saint Elizabeth,New Jersey City,0.85,1.17,3.0
Ohio Northern,Bluffton,1.48,0.85,3.0
Keuka,Lycoming,0.99,0.92,3.0
Lehman,UMSV,1.14,1.01,3.0
Muhlenberg,Penn College,0.85,0.76,
Dickinson,Centenary (NJ),1.09,1.21,3.0
Thiel,Penn St.-Behrend,1.19,1.52,3.0
Hampden-Sydney,Randolph-Macon,1.38,1.26,3.0
Oberlin,Allegheny,1.18,1.03,3.0
Albertus Magnus,Montclair St.,1.1,1.15,3.0
St. Lawrence,Oswego St.,0.66,0.65,3.0
Hartwick,SUNY Oneonta,1.18,1.35,3.0
Plymouth St.,VTSU-Johnson,1.43,0.7,3.0
Colby-Sawyer,Thomas (ME),1.05,1.0,3.0
Merchant Marine,SUNY Delhi,1.06,0.97,
MIT,Endicott,1.09,0.99,3.0
Guilford,N.C. Wesleyan,1.4,1.06,3.0
Va. Wesleyan,Chris. Newport,0.95,0.92,3.0
Wilmington (OH),Earlham,1.35,1.0,3.0
Pfeiffer,Lynchburg,1.08,1.03,3.0
Utica,Buffalo St.,1.22,0.97,3.0
Westfield St.,SUNY Cobleskill,0.86,0.73,
Yale,Emerson,1.6,0.62,3.0
Brooklyn,Kean,0.83,1.22,3.0
Wash. & Lee,Mary Baldwin,0.97,1.06,3.0
Bridgewater St.,Nichols,0.86,0.75,
JWU (Providence),Rhode Island Col.,1.02,1.09,3.0
U New England,Southern Me.,0.94,0.95,3.0
Lancaster Bible,Lebanon Valley,1.1,1.06,3.0
Ithaca,Cortland,0.91,0.83,3.0
Union (NY),Sarah Lawrence,1.11,1.0,3.0
Baruch,Old Westbury,1.01,1.25,3.0
Lasell,Wheaton (MA),0.97,0.84,
Geneva,Hiram,0.97,1.14,3.0
Anderson (IN),DePauw,1.06,0.99,3.0
Rowan,Eastern,0.98,0.7,3.0
Wis. Lutheran,North Park,1.44,1.1,3.0
McKendree,Blackburn,1.47,0.7,3.0
Edgewood,Dubuque,1.2,1.14,3.0
Macalester,UW-River Falls,1.35,1.27,3.0
Wis.-Stevens Point,MSOE,1.32,0.91,3.0
Elmhurst,Olivet,1.09,0.71,3.0
Cornell College,Eureka,0.99,0.91,3.0
Lawrence,St. Norbert,0.94,1.03,3.0
Ursinus,Widener,1.18,1.12,3.0
Wis.-Stout,Hamline,0.94,1.22,3.0
Muskingum,Wittenberg,1.21,1.36,3.0
Farmingdale St.,Drew,1.04,1.01,3.0
Gwynedd Mercy,Arcadia,0.83,0.77,
Delaware Valley,Penn St.-Abington,1.28,0.88,3.0
Monmouth (IL),Westminster (MO),1.22,0.97,3.0
Whitman,East Tex. Baptist,1.03,0.94,3.0
Framingham St.,Elms,0.85,0.84,
Fitchburg St.,Rivier,1.13,1.07,3.0
Beloit,Marian (WI),0.91,0.97,3.0
Washington Col.,Valley Forge,0.88,0.76,3.0
Wabash,Mt. St. Joseph,1.38,0.94,3.0
Warren Wilson,Erskine,0.82,1.26,3.0
Houghton,SUNY Morrisville,0.98,0.99,
Asbury,LeTourneau,0.91,1.03,3.0
Saint Mary's (MN),Bethany Lutheran,1.12,1.11,3.0
Howard Payne,St. Thomas (TX),1.1,1.23,3.0
St. Edward's,Rockford,1.56,1.41,3.0
Wis.-Superior,St. Scholastica,1.2,1.04,3.0
Lyon,Hendrix,1.21,0.97,3.0
Concordia (TX),Mary Hardin-Baylor,0.95,1.2,3.0
Whitworth,Benedictine (IL),1.52,1.0,3.0
Brandeis,Lesley,1.73,0.67,3.0
TCNJ,Baruch,1.39,1.35,3.0
MCLA,Me.-Presque Isle,0.78,0.96,3.0
Calvin,Wis.-Oshkosh,0.91,1.01,3.0
WPI,St. Joseph's (ME),1.23,1.12,3.0
Hood,Gallaudet,1.29,0.8,3.0
Greenville,Carroll (WI),1.2,1.66,3.0
LaGrange,Millsaps,0.91,0.88,
Shenandoah,Messiah,1.33,0.79,3.0
Centre,Fontbonne,1.58,0.88,3.0
Wm. Paterson,UMSV,1.15,0.89,3.0
La Roche,Otterbein,1.21,1.33,3.0
Emmanuel (MA),Lake Forest,0.88,1.18,3.0
Roanoke,Springfield,1.06,0.61,3.0
Marymount (VA),Penn St. Brandywine,1.05,0.89,3.0
Catholic,Stockton,1.08,1.13,3.0
Brooklyn,Carlow,0.89,0.85,3.0
Mary Washington,Maryville (TN),1.49,0.94,3.0
Wartburg,St. Olaf,1.18,0.97,3.0
FDU-Florham,Hartwick,1.22,1.14,3.0
Neb. Wesleyan,Franklin,1.03,0.98,3.0
SUNY Maritime,Hunter,1.33,0.82,3.0
Methodist,Randolph,1.02,1.06,3.0
Mount Union,SUNY Brockport,1.34,0.8,3.0
Fairfield,John Jay,1.4,0.72,3.0
Curry,Bowdoin,0.69,1.24,3.0
UMass Boston,Colby-Sawyer,1.01,1.07,3.0
Wilmington (OH),Hope,0.93,1.07,3.0
Baldwin Wallace,Trine,0.82,1.14,3.0
Bridgewater St.,Tufts,1.08,1.22,
Heidelberg,Manchester,1.17,1.23,3.0
Albright,Connecticut Col.,0.64,1.24,3.0
Skidmore,Alfred St.,1.19,0.83,3.0
Amherst,WestConn,1.5,0.76,3.0
McDaniel,St. Mary's (MD),1.11,0.86,3.0
Central (IA),Saint John's (MN),0.95,1.22,3.0
Simpson,Augsburg,0.89,1.12,3.0
Carleton,Buena Vista,1.03,1.0,3.0
Rhodes,Belhaven,1.33,0.98,3.0
WashU,Rose-Hulman,1.22,0.82,3.0
St. Thomas (MN),St. Norbert,1.73,0.89,3.0
Marietta,Wis.-Eau Claire,1.07,1.03,3.0
Stevenson,Penn St.-Berks,1.6,1.0,3.0
Widener,Hamilton,0.67,1.07,3.0
Susquehanna,King's (PA),1.13,0.87,3.0
William Peace,Saint Vincent,0.93,1.01,3.0
Endicott,SUNY Poly,1.33,1.22,3.0
Moravian,Penn St.-Abington,1.28,0.86,3.0
East. Mennonite,Southern Va.,1.21,1.22,3.0
Hardin-Simmons,St. Thomas (TX),0.86,0.97,3.0
Cornell College,Wis.-Whitewater,1.07,1.1,3.0
Illinois Col.,Concordia Wisconsin,1.11,1.08,3.0
Redlands,Schreiner,0.77,0.51,
UC Santa Cruz,Pomona-Pitzer,1.36,1.28,3.0
Whitman,North Central (IL),1.06,1.07,3.0
Pacific Lutheran,Claremont-M-S,0.94,1.0,3.0
Puget Sound,Chapman,0.82,1.35,3.0
Occidental,Caltech,1.4,0.71,3.0
Brandeis,Colby-Sawyer,1.41,1.09,3.0
Purchase,Lehman,0.92,1.01,3.0
Wis.-Stout,Ill. Wesleyan,0.81,0.99,3.0
Colby,Worcester St.,1.01,1.12,
Salem St.,Emerson,1.06,1.19,3.0
Kean,NYU,0.89,1.14,3.0
Saint Joseph (CT),Middlebury,1.02,1.03,3.0
Springfield,William Peace,0.75,0.71,3.0
King's (PA),Penn St. Brandywine,1.16,0.75,3.0
UIC,Saint Mary's (MN),1.73,0.84,3.0
Centre,LeTourneau,0.95,1.21,3.0
UNC Greensboro,N.C. Wesleyan,1.33,0.72,3.0
Montclair St.,DeSales,1.35,1.2,3.0
Rosemont,Ursinus,0.88,1.4,3.0
St. Joseph's (Brkln),Oglethorpe,0.85,1.18,3.0
UChicago,Bates,1.0,0.74,3.0
Norwich,Plattsburgh St.,0.95,0.86,3.0
Pratt,Merchant Marine,0.97,1.03,3.0
Rutgers-Camden,Saint Elizabeth,1.06,0.9,
Grove City,Fredonia,1.16,1.09,3.0
New England Col.,Framingham St.,0.93,0.82,
Dean,Fitchburg St.,1.02,0.88,3.0
Juniata,Lebanon Valley,0.69,1.14,3.0
Brevard,Warren Wilson,1.49,0.78,3.0
Albion,Westminster (PA),0.91,1.25,3.0
Keuka,Hilbert,1.02,1.66,3.0
Rutgers-Newark,Wesleyan (CT),0.7,1.02,3.0
SUNY Potsdam,Utica,0.95,1.26,3.0
Kenyon,Ohio Northern,1.13,1.43,3.0
Waynesburg,Oberlin,0.91,1.05,3.0
New Jersey City,Delaware Valley,0.91,0.9,3.0
Nichols,Southern Me.,1.0,1.19,3.0
Salisbury,Johns Hopkins,0.89,0.96,3.0
Gallaudet,St. Mary's (MD),0.95,1.22,3.0
Widener,Catholic,1.06,1.39,3.0
Penn St.-Berks,Carlow,1.26,1.35,3.0
Binghamton,Misericordia,1.65,1.0,3.0
Centenary (LA),Berry,1.13,1.31,3.0
Wis.-Superior,Macalester,1.19,1.22,3.0
Grinnell,Principia,1.24,0.91,3.0
